t,x,y,z
0.0,1.0,1.0,1.0
0.01,1.0125017307654964,1.2600047261929894,0.9848906641746467
0.02,1.0487474842527393,1.524096707568219,0.9731175133902338
0.03,1.1072189224585736,1.7982995614431165,0.9651706810879358
0.04,1.1868850188223221,2.0885262443344654,0.9617602553912217
0.05,1.2873738146067268,2.400410562820716,0.9638783084145061
0.06,1.4092757421494972,2.7389386824083686,0.9726841095289867
0.07,1.5535123641549446,3.109386517560619,0.9897657322730741
0.08,1.721238215417926,3.5174694415848355,1.0171966792084755
0.09,1.9138408028238452,3.969342286632558,1.0575358819201945
0.1,2.1331620412079135,4.471211587057763,1.1142794774719267
0.11,2.381936467662129,5.029356612596764,1.1911052924359886
0.12,2.663247781283959,5.650577102228884,1.2925168191720364
0.13,2.980433809839013,6.341893942838958,1.4248693666705758
0.14,3.337086538518449,7.110549028628652,1.5963703408341077
0.15,3.7370521099389755,7.9640052611164664,1.817079244477126
0.16,4.184413841298719,8.909868262120936,2.098923746919819
0.17,4.681328314650118,9.944933646878225,2.458515627238871
0.18,5.233929409024491,11.079944064006899,2.9135924957426407
0.19,5.849745741967678,12.330208215332567,3.483628607108998
0.2,6.534307404392347,13.700661919025,4.192511732927015
0.21,7.291145960578007,15.185868109598154,5.068543161696964
0.22,8.121794448171007,16.770016837910177,6.144437698830332
0.23,9.025787378184532,18.426925271163366,7.457323666649802
0.24,10.000660734998593,20.12003769290422,9.048742904389254
0.25,11.04195197636006,21.802425503023407,10.964650768193797
0.26,12.143101893551187,23.416967148796846,13.254798564336047
0.27,13.288038122775788,24.891009717452775,15.93538753433671
0.28,14.451613806795969,26.101599103731708,19.007311104503373
0.29,15.602305887027118,26.921657924585766,22.446177594997167
0.3,16.70002273100129,27.23479117130266,26.183010500019172
0.31,17.69610413236719,26.935286209505666,30.10424848781029
0.32,18.53437626976945,25.92474637236138,34.05387795655324
0.33,19.164467945471127,24.131940986264894,37.844151282170216
0.34,19.5306737132615,21.66440836984458,41.23474874863378
0.35000000000000003,19.593583655417245,18.665361900101107,44.03260540243178
0.36,19.336528547071488,15.279504776171787,46.111306236866184
0.37,18.765579856213794,11.653030019330528,47.41108619205318
0.38,17.906416461892228,7.949043885296407,47.935003406767294
0.39,16.786029721689616,4.432841317945006,47.73470925559853
0.4,15.455464563356653,1.2752485913562275,46.9318216713504
0.41000000000000003,13.97190007003153,-1.4270824281116052,45.673009706853456
0.42,12.394613880081579,-3.6349455467435465,44.123474040849
0.43,10.78180475862985,-5.364097120289228,42.44559173107684
0.44,9.179210144868389,-6.662696083145407,40.735227757342514
0.45,7.62404715280324,-7.589904705538311,39.06956917021639
0.46,6.144058758584391,-8.212449500199636,37.50239376185256
0.47000000000000003,4.757517725438377,-8.603894085526035,36.063481600336196
0.48,3.475166819931612,-8.822617413643028,34.76258255172878
0.49,2.3000952694875325,-8.91254012537824,33.59638502448693
0.5,1.2319829488827776,-8.91266199127941,32.557546114329675
0.51,0.26824113711980146,-8.854450238257005,31.63626369382575
0.52,-0.5959874825731202,-8.7618395495842,30.820276412393575
0.53,-1.367844006085339,-8.651438846009272,30.095041112260574
0.54,-2.0560203615793533,-8.536509839812355,29.44870974646039
0.55,-2.6680796372829727,-8.425073682065785,28.87176311956491
0.56,-3.2113215099322905,-8.322741309794562,28.355286588372536
0.5700000000000001,-3.693087083635389,-8.234081766709451,27.891574253540924
0.58,-4.120758889872331,-8.16262220320699,27.474128959586988
0.59,-4.501760887495184,-8.110847876369485,27.097662294886874
0.6,-4.84353963907047,-8.080039102397397,26.75794679826506
0.61,-5.152150400716462,-8.069259098754186,26.45132165258974
0.62,-5.431523857971619,-8.077704785774698,26.176124242240522
0.63,-5.685406556601659,-8.10462954917792,25.931010170496076
0.64,-5.917519755248128,-8.14914244836881,25.71466017769033
0.65,-6.131559425428396,-8.210208216438271,25.525780141212497
0.66,-6.3311962515356655,-8.28664726016318,25.363101075507057
0.67,-6.520075630838966,-8.37713566000636,25.22537913207375
0.68,-6.701575294312203,-8.480143320246158,25.111570851296563
0.6900000000000001,-6.876928610780932,-8.593819269829897,25.022173712136382
0.7000000000000001,-7.046989834191991,-8.71663642951526,24.957786473565164
0.71,-7.212660419936697,-8.846991693357236,24.918690633761297
0.72,-7.374772419491667,-8.983138819508506,24.904930636775383
0.73,-7.534088480418816,-9.123188430219457,24.9163138725302
0.74,-7.691301846365356,-9.265108011838171,24.95241067682072
0.75,-7.847036357063795,-9.406721914810433,25.012554331314114
0.76,-8.001844323962944,-9.54571676191439,25.095842225859737
0.77,-8.155694884821212,-9.680263769066594,25.20149794921762
0.78,-8.307712971872663,-9.808292229849087,25.329158377687175
0.79,-8.457003608967467,-9.92742647213678,25.478140373719505
0.8,-8.602662848295003,-10.03544328664314,25.647371838824764
0.81,-8.743777770383844,-10.130271926920184,25.83539171357214
0.8200000000000001,-8.879426484101758,-10.209994109358481,26.04034997758988
0.8300000000000001,-9.008678126655722,-10.27284401318716,26.260007649565267
0.84,-9.1305928635919,-10.317208280473901,26.491736787244637
0.85,-9.244221888795664,-10.341626016124936,26.732520487433366
0.86,-9.348607424491583,-10.34478878788505,26.97895288599588
0.87,-9.442887185420354,-10.325460342883092,27.227794110165284
0.88,-9.526050368067523,-10.283105224892239,27.476603414362128
0.89,-9.59658071377333,-10.21836327077776,27.72146039942195
0.9,-9.653213113344915,-10.132117240513855,27.958632293033816
0.91,-9.694970113889312,-10.025451754981736,28.184693820156475
0.92,-9.721161918813461,-9.899653295969626,28.39652720301837
0.93,-9.7313863878242,-9.756210206172753,28.59132216111761
0.9400000000000001,-9.725529036928265,-9.596812689193353,28.766575911222006
0.9500000000000001,-9.703763038432298,-9.423352809540676,28.920093167369046
0.96,-9.666549220942837,-9.237924492630974,29.049986140865904
0.97,-9.614636069366323,-9.042823524787512,29.154674540289438
0.98,-9.549059724909092,-8.840547553240558,29.232885571486193
0.99,-9.471134921380637,-8.633805671509238,29.283662431547814
1.0,-9.38131376760589,-8.426557595306654,29.307385238135506
1.01,-9.280391290378784,-8.222105896103217,29.30445282811509
1.02,-9.169906709391583,-8.022731433391684,29.27491594204108
1.03,-9.051397674051788,-7.83054948282449,29.21919466548299
1.04,-8.926400263482131,-7.647509736213747,29.138078429025345
1.05,-8.796448986520573,-7.4753963015312435,29.032726008267673
1.06,-8.663076781720308,-7.315827702908444,28.904665523824512
1.07,-8.527815017349763,-7.170256880636489,28.755794441325406
1.08,-8.392193491392591,-7.039971191166199,28.588379571414904
1.09,-8.257740431547681,-6.926092407108066,28.405057069752566
1.1,-8.125982495229152,-6.829576717232264,28.20883243701295
1.11,-7.998444769566356,-6.751214726468639,28.00308051888564
1.12,-7.876644125271853,-6.691540122492802,27.79144838849668
1.1300000000000001,-7.761763678590703,-6.648585454956821,27.574789955085812
1.1400000000000001,-7.654639805122186,-6.621719401495639,27.3540000963794
1.1500000000000001,-7.556050937183575,-6.611254987529634,27.130896097745023
1.16,-7.466696497270082,-6.6173105245367605,26.907262394065445
1.17,-7.38719689805485,-6.639809610052554,26.6848505697386
1.18,-7.318093542388967,-6.6784811276701275,26.465379358677637
1.19,-7.259848823301453,-6.7328592470401745,26.25053464431088
1.2,-7.212846123999268,-6.802283423870965,26.041969459581836
1.21,-7.177389817867307,-6.885898399928349,25.84130398694921
1.22,-7.153705268468405,-6.982654203035758,25.65012555838689
1.23,-7.141938829543333,-7.0913061470741985,25.469988655383947
1.24,-7.142157845010797,-7.210414831982257,25.302414908944648
1.25,-7.154350648967444,-7.338346143756102,25.148893099588445
1.26,-7.178133610812979,-7.47382169696652,25.010519460482023
1.27,-7.212318140891522,-7.617741200707347,24.887315428826167
1.28,-7.256935504560315,-7.769643062857527,24.78063930251447
1.29,-7.312021230646065,-7.92873504863734,24.69185451266066
1.3,-7.377469012557173,-8.094104198037778,24.622159046238362
1.31,-7.453030708283737,-8.264716825820537,24.572585446081067
1.32,-7.538316340397546,-8.439418521518018,24.54400081088217
1.33,-7.632794096052086,-8.616934149433332,24.537106795194944
1.34,-7.735790326982536,-8.795867848640293,24.552439609432547
1.35,-7.84648954950577,-8.974703032983424,24.590370019868026
1.36,-7.963934444520355,-9.151802391077952,24.651103348634315
1.37,-8.087025857506553,-9.325407886309813,24.734679473724235
1.3800000000000001,-8.214522798526325,-9.49364075683565,24.840972828990484
1.3900000000000001,-8.345042442223317,-9.654501515582808,24.969692404145665
1.4000000000000001,-8.477254107221537,-9.806086665004738,25.120361913139007
1.41,-8.61085441093444,-9.947308893397915,25.29205054074271
