t,theta,omega
5.98,0.36674038264155107,1.1723510836399973
5.99,0.378264027583934,1.1342205471363314
6.0,0.3894013819310476,1.0951132993627066
6.01,0.40014326074992257,1.0550736428869607
6.0200000000000005,0.4104808985897368,1.0141471908158692
6.03,0.42040594948181137,0.9723808667951626
6.04,0.4299104869396164,0.9298229050095018
6.05,0.43898700395876683,0.8865228501824948
6.0600000000000005,0.4476284130170246,0.8425315575766882
6.07,0.4558280460742952,0.7979011929935829
6.08,0.4635796545726331,0.7526852327736111
6.09,0.470877409436237,0.7069384637961512
6.1000000000000005,0.4777159010714531,0.6607169834795199
6.11,0.4840919467770764,0.6140569605766867
6.12,0.49000473885481005,0.5669573775275623
6.13,0.4954491437595859,0.5194594462932206
6.140000000000001,0.5004203170622074,0.47160640731385456
6.15,0.5049139148026177,0.42344135625959023
6.16,0.508926093489902,0.3750072440304615
6.17,0.5124535101022857,0.3263468767564268
6.18,0.5154933220871349,0.27750291579736525
6.19,0.5180431873609569,0.22851787774307197
6.2,0.520101264309399,0.17943413441327577
6.21,0.5216662117872497,0.13029391285761294
6.22,0.5227371891184384,0.08113929535564446
6.23,0.5233138560960351,0.0320122194168474
6.24,0.5233963729822503,-0.017045522219367393
6.25,0.5229854005084357,-0.06599228158368153
6.26,0.5220820998750834,-0.11478655547685246
6.2700000000000005,0.5206881327518263,-0.16338698546972064
6.28,0.5188056612774384,-0.21175235790319347
6.29,0.5164373480598342,-0.25984160388827104
6.3,0.5135863561760687,-0.3076137993060276
6.3100000000000005,0.5102563491723379,-0.35502816480762256
6.32,0.5064514910639789,-0.4020440658142814
6.33,0.5021764463354691,-0.4486210125173218
6.34,0.49743637994042655,-0.49471865987813635
6.3500000000000005,0.49223695730161005,-0.5402968076282018
6.36,0.4865843443109202,-0.5853154002690624
6.37,0.480485207329397,-0.6297345270723533
6.38,0.4739467131872218,-0.6735144220797857
6.390000000000001,0.466976529183716,-0.7166154641031546
6.4,0.4595828230873437,-0.7589981767243204
6.41,0.4517742631357078,-0.8006232282952388
6.42,0.44355999478898556,-0.8414515425724101
6.43,0.4349447766713238,-0.8814649794344267
6.44,0.42593403812949676,-0.9206363258552245
6.45,0.4165367975773632,-0.9589222578661833
6.46,0.4067623592984991,-0.9962809051752504
6.47,0.3966203134462003,-1.032671851166926
6.48,0.3861205360434814,-1.0680561329022695
6.49,0.3752731889830791,-1.102396241118889
6.5,0.36408872002744674,-1.1356561202309572
6.51,0.35257786280875797,-1.1678011683292016
6.5200000000000005,0.34075163682890475,-1.198798237180908
6.53,0.3286213474595017,-1.2286156322299115
6.54,0.31619858594187966,-1.2572231125966116
6.55,0.3034952293870899,-1.284591891077962
6.5600000000000005,0.290523440775902,-1.310694634147475
6.57,0.27729566895880825,-1.335505461955213
6.58,0.26382464865601707,-1.3589999483278021
6.59,0.2501234004574574,-1.3811551207684225
6.6000000000000005,0.2362052308227763,-1.4019494604568128
6.61,0.22208373208134405,-1.421362902249263
6.62,0.20777278243224645,-1.439376834678625
6.63,0.19328654594429,-1.4559740999543065
6.640000000000001,0.17863947255599943,-1.4711389939622719
6.65,0.16384629807562273,-1.4848572662650388
6.66,0.14892204418112331,-1.4971161201016854
6.67,0.13388201842018527,-1.5079042123878454
6.68,0.1187418142102123,-1.51721165371571
6.69,0.10351731083832605,-1.5250300083540254
6.7,0.08822467346137147,-1.5313522942480948
6.71,0.07288035310590912,-1.5361729830197786
6.72,0.057499257570190046,-1.5394901263127132
6.73,0.04208861809582508,-1.5413117661569418
6.74,0.026663750659780876,-1.5416371097465356
6.75,0.011241127619724761,-1.5404654271866085
6.76,-0.004163034549195574,-1.5377977545650574
6.7700000000000005,-0.01953277525435483,-1.5336368939525604
6.78,-0.034852389785644505,-1.5279874134025802
6.79,-0.050106429315481316,-1.5208556469513606
6.8,-0.06527970089880156,-1.512249694617928
6.8100000000000005,-0.08035726747306379,-1.5021794224040912
6.82,-0.09532444785824373,-1.490656462294444
6.83,-0.11016681675684187,-1.4776942122563599
6.84,-0.12487020475387858,-1.463307836239996
6.8500000000000005,-0.13942069831689638,-1.4475142641782908
6.86,-0.153804639795955,-1.4303321919869691
6.87,-0.16800862742363887,-1.4117820815645348
6.88,-0.18201951531505234,-1.3918861607922752
6.890000000000001,-0.19582441346782187,-1.3706684235342586
6.9,-0.20941068776209132,-1.3481546296373415
6.91,-0.222765959960529,-1.324372304931157
6.92,-0.2358781077083233,-1.2993507412281233
6.93,-0.2487352645331835,-1.2731209963234407
6.94,-0.26132581984534065,-1.2457158939950896
6.95,-0.273638418937544,-1.217170024003841
6.96,-0.28566196298506685,-1.1875197420932404
6.97,-0.29738560904570244,-1.1568031699896184
6.98,-0.30879877005976586,-1.125060195402086
6.99,-0.3198911148500904,-1.0923324720225447
7.0,-0.3306525681220333,-1.0586634195256703
7.01,-0.3410733104634717,-1.0240982235689235
7.0200000000000005,-0.35114377834480476,-0.9886838357925458
7.03,-0.36085466411894973,-0.9524689738195692
7.04,-0.3701969170069566,-0.915504114818848
7.05,-0.3791668046595441,-0.8778058831897892
7.0600000000000005,-0.3877606035014292,-0.839384236451254
7.07,-0.39597023458327046,-0.8002783043955608
7.08,-0.40378809047486186,-0.7605272541241479
7.09,-0.4112070352651302,-0.7201702900475873
7.1000000000000005,-0.4182204045621362,-0.6792466538855778
7.11,-0.42482200549307236,-0.6377956246669589
7.12,-0.43100611670426625,-0.5958565187296896
7.13,-0.43676748836117846,-0.5534686897208627
7.140000000000001,-0.4421013421484033,-0.5106715285966977
7.15,-0.44700337126966716,-0.46750446362255516
7.16,-0.4514697404478314,-0.42400696037291474
7.17,-0.45549708592489013,-0.38021852173139015
7.18,-0.4590825154619711,-0.336178687890725
7.19,-0.4622236083393356,-0.2919270363527897
7.2,-0.4649184153563777,-0.24750318192859622
7.21,-0.4671654588316255,-0.20294677673827466
7.22,-0.46896373260274044,-0.1582975102110903
7.23,-0.4703127020265175,-0.1135951090854338
7.24,-0.4712123039788846,-0.06887933740883767
7.25,-0.4716629468549036,-0.02418999653795384
7.26,-0.4716655105687697,0.020433074861432754
7.2700000000000005,-0.4712213465538113,0.06495000081441016
7.28,-0.47033227776249054,0.10932086803692476
7.29,-0.46900059866640276,0.15350572593580447
7.3,-0.4672290752562769,0.1974645866087431
7.3100000000000005,-0.4650209450419749,0.24115742484430813
7.32,-0.46237991705249293,0.284544178121925
7.33,-0.45931017183596,0.32758474661190096
7.34,-0.45581636145963866,0.37023899317540876
7.3500000000000005,-0.45190270142406413,0.41247615601961635
7.36,-0.4475712398337941,0.4542834661375904
7.37,-0.4428261626126424,0.4956206345117037
7.38,-0.43767217495303185,0.5364462459087739
7.390000000000001,-0.432114335935785,0.5767197960802044
7.4,-0.42615805853012645,0.6164016917619703
7.41,-0.4198091095936796,0.6554532506746404
7.42,-0.4130736098724689,0.6938367015233613
7.43,-0.405958034000919,0.7315151839978626
7.44,-0.3984692105018546,0.7684527487724597
7.45,-0.3906143217865025,0.8046143575060403
7.46,-0.38240090415448813,0.839965882842084
7.47,-0.3738368477938379,0.87447410840865
7.48,-0.36493039678097794,0.9081067288183831
7.49,-0.35569014908073704,0.9408323496685005
7.5,-0.3461250565463421,0.972620487540812
7.51,-0.3362444249194213,1.0034415700017059
7.5200000000000005,-0.32605791383000216,1.033266935602156
7.53,-0.3155755367965154,1.06206883387771
7.54,-0.3048076612257895,1.089820425348507
7.55,-0.2937650084130542,1.1164957815192649
7.5600000000000005,-0.28245865354193866,1.1420698848792865
7.57,-0.2709000256844756,1.1665186289024496
7.58,-0.25910090780109485,1.1898188180472227
7.59,-0.24707343674062784,1.211948167756653
7.6000000000000005,-0.2348301032403054,1.232885304458373
7.61,-0.2223837519257619,1.2526097655645907
7.62,-0.20974758131102886,1.2711019994721033
7.63,-0.1969351437985395,1.2883433655622882
7.640000000000001,-0.18396034567912595,1.3043161342011058
7.65,-0.1708374471320246,1.3190034867390963
7.66,-0.15757801249511835,1.3323950844900365
7.67,-0.14418818364419533,1.344490394141104
7.68,-0.13068193351404755,1.3552744860945931
7.69,-0.1170736372824298,1.364733269669556
7.7,-0.10337756684679734,1.3728544643406004
7.71,-0.08960789082429862,1.3796275997378948
7.72,-0.07577867455178007,1.3850440156471646
7.73,-0.061903880085783736,1.389096862009694
7.74,-0.047997366202552016,1.391781098922324
7.75,-0.034072888398020584,1.393093496637455
7.76,-0.02014409888782301,1.3930326355630451
7.7700000000000005,-0.006224546607288467,1.3915989062626104
7.78,0.007672322788553287,1.388794509455225
7.79,0.021533166924979613,1.3846234560155215
7.8,0.035344746707569624,1.37909156697369
7.8100000000000005,0.04909392632220702,1.372206473515479
7.82,0.06276767323507493,1.363977616982196
7.83,0.07635305819266333,1.3544162488707054
7.84,0.08983725522176439,1.3435354308334302
7.8500000000000005,0.10320754162947443,1.33135003467835
7.86,0.11645129800318954,1.317876742369006
7.87,0.12955600821061258,1.303134046024495
7.88,0.1425092593997483,1.2871422479194716
7.890000000000001,0.15529874199890603,1.269923460484148
7.9,0.1679122497166946,1.251501606304299
7.91,0.18033767954202973,1.2319024181212523
7.92,0.19256303174412903,1.211153438831896
7.930000000000001,0.2045764098725144,1.189284021488674
7.94,0.21636602075700795,1.1663253292995939
7.95,0.22792017450773794,1.142310335628216
7.96,0.23922728451513464,1.1172738239936606
7.97,0.2502758674499322,1.091252388070606
7.98,0.26105563969763745,1.0642800334637033
7.99,0.2715636730477193,1.036360987307455
8.0,0.28179118298604666,1.0075208080108753
8.01,0.29172817559019676,0.9777915633694766
8.02,0.3013650785198467,0.9472056441823269
8.03,0.3106927410167734,0.9157957642520491
8.040000000000001,0.3197024339048553,0.8835949603848154
8.05,0.328385849590066,0.8506365923903705
8.06,0.3367351020604836,0.8169543430819968
8.07,0.3447427268862849,0.7825822182765372
8.08,0.3524016812197461,0.7475545467943903
8.09,0.3597053437952436,0.7119059804595094
8.1,0.3666475149292536,0.6756714940994029
8.11,0.37322241652035226,0.6388863855451341
8.120000000000001,0.37942469204921647,0.6015862756313153
8.13,0.3852494065786202,0.5638071081961329
8.14,0.39069204675344016,0.5255851500813092
8.15,0.395748520800652,0.4869569911321283
8.16,0.4004151585293314,0.44795954419742856
8.17,0.40468871133065376,0.408630045129604
8.18,0.4085663521778944,0.36900605278460374
8.19,0.4120456756264287,0.32912544902193164
8.2,0.4151246978137315,0.28902643870464695
8.21,0.4178018564593786,0.24874754969935675
8.22,0.42007601086504376,0.20832763287624412
8.23,0.4219464419145025,0.1678058621090267
8.24,0.4234128520736292,0.12722173427498396
8.25,0.42447536539039876,0.0866150692549501
8.26,0.42513452749488545,0.04602600993331474
8.27,0.4253913314993555,0.005493495913718286
8.28,0.4252471870897573,-0.0349688919820204
8.290000000000001,0.4247026031741014,-0.0753312888208954
8.3,0.4237581720873445,-0.11555457038434155
8.31,0.42241487184182724,-0.15560015662157636
8.32,0.4206740661272747,-0.19543001164957133
8.33,0.4185375043107963,-0.23500664375305913
8.34,0.4160073214368855,-0.27429310538453355
8.35,0.41308603822742046,-0.3132529931642496
8.36,0.4097765610816633,-0.35185044788022346
8.370000000000001,0.4060821820762599,-0.39005015448823915
8.38,0.4020065789652424,-0.42781734211182154
8.39,0.3975538151800252,-0.4651177840422772
8.4,0.39272833982940786,-0.5019177977386668
8.41,0.387534987699574,-0.5381842448278125
8.42,0.38197897925409163,-0.5738845311042973
8.43,0.37606592063391303,-0.6089866065304654
8.44,0.36980180365737486,-0.6434589652364225
8.45,0.3631930058201979,-0.6772706455200349
8.46,0.35624629029548616,-0.7103912298469366
8.47,0.3489688059337316,-0.7427908448505045
8.48,0.34136808726280665,-0.7744401613318946
8.49,0.3334520544879694,-0.8053103942600186
8.5,0.3252290134918623,-0.8353733027715485
8.51,0.316707655834512,-0.8646011901709181
8.52,0.3078970587533293,-0.8929669039303221
8.53,0.29880668516310954,-0.9204438356897164
8.540000000000001,0.2894463836560306,-0.9470059212568231
8.55,0.27982638850165953,-0.9726276406071105
8.56,0.2699573196469428,-0.9972840178838229
8.57,0.259850182716213,-1.0209506213979613
8.58,0.24951636901118668,-1.0436035636282868
8.59,0.2389676552744665,-1.065219501796266
8.6,0.2282105810986395,-1.0857883834072788
8.61,0.21725154410998443,-1.1052984079727481
8.620000000000001,0.20610220608891994,-1.1237257518268415
8.63,0.19477425829804024,-1.1410482104384378
8.64,0.18327942148210313,-1.1572451984111483
8.65,0.17162944586803808,-1.1722977494833022
8.66,0.1598361111649439,-1.1861885165279509
8.67,0.14791122656408917,-1.1989017715528671
8.68,0.13586663073891203,-1.2104234057005456
8.69,0.12371419184502008,-1.2207409292482028
8.700000000000001,0.11146580752018834,-1.2298434716077786
8.71,0.09913340488436798,-1.23772178132593
8.72,0.08672894053967317,-1.24436822608404
8.73,0.07426440057038994,-1.2497767926982128
8.74,0.06175180054297369,-1.2539430871192734
8.75,0.049203185506049546,-1.2568643344327688
8.76,0.03663062999041214,-1.2585393788589685
8.77,0.024046238009025667,-1.2589686837528624
8.78,0.011462143057023977,-1.2581543316041635
8.790000000000001,-0.0011094918882917915,-1.2561000240373055
8.8,-0.013656474367444382,-1.252811081811445
8.81,-0.026166582438793384,-1.2482944448204596
8.82,-0.03862756467852685,-1.242558672092949
8.83,-0.05102714018066301,-1.2356139417922343
8.84,-0.06335299855705073,-1.2274720512163586
8.85,-0.07559279993736917,-1.2181464167980869
8.86,-0.08773417496912805,-1.2076520741049062
8.870000000000001,-0.09976472481766951,-1.1960056778390218
8.88,-0.11167202116615982,-1.183225501837369
8.89,-0.12344360621560219,-1.1693314390715974
8.9,-0.13506699268482786,-1.154345001648081
8.91,-0.14653244249121442,-1.1382840558511016
8.92,-0.1578355275791874,-1.1211561321669132
8.93,-0.16896500754435928,-1.102981218002379
8.94,-0.17990952991552778,-1.0837808111876293
8.950000000000001,-0.19065809097174446,-1.0635770985349131
8.96,-0.20120003574230708,-1.0423929558386127
8.97,-0.21152505800677107,-1.0202519478752217
8.98,-0.22162320029494195,-0.9971783284033595
8.99,-0.23148485388687706,-0.9731970401637677
9.0,-0.24110075881288573,-0.9483337148793104
9.01,-0.25046200385352924,-0.9226146732549735
9.02,-0.2595600265396207,-0.8960669249778654
9.03,-0.26838661315222534,-0.8687181687172165
9.040000000000001,-0.2769338987226616,-0.8405967921243747
9.05,-0.28519436703249557,-0.8117318718328248
9.06,-0.2931608506135496,-0.7821531734581592
9.07,-0.30082653074789645,-0.7518911515980973
9.08,-0.30818493746786113,-0.7209769498324807
9.09,-0.31522994955602024,-0.6894424007232736
9.1,-0.32195579454520235,-0.6573200258145617
9.11,-0.3283570487184882,-0.6246430356325536
9.120000000000001,-0.3344286371092112,-0.5914453296855741
9.13,-0.34016583350095375,-0.5577614964640872
9.14,-0.3455642604275533,-0.5236268134406628
9.15,-0.3506198891730981,-0.48907724706999756
9.16,-0.35532903977192853,-0.4541494527889114
9.17,-0.35968838100863665,-0.4188807750163456
9.18,-0.36369493041806655,-0.38330924715336445
9.19,-0.36734605428531436,-0.34747359158315383
9.200000000000001,-0.37063946764572864,-0.3114132196710162
9.21,-0.3735742654032105,-0.27515333799034575
9.22,-0.37614979496902196,-0.23870773898292658
9.23,-0.378363616322154,-0.20211188015481046
9.24,-0.38021364914409506,-0.16540124187981228
9.25,-0.38169819905708435,-0.12861101214896475
9.26,-0.38281595762411175,-0.091776086570518
9.27,-0.3835660023489177,-0.05493106836994005
9.28,-0.38394779667599344,-0.018110268389916306
9.290000000000001,-0.38396118999058076,0.018652294909656475
9.3,-0.38360641761867215,0.05532289545164443
9.31,-0.3828841008270108,0.09186809954171549
9.32,-0.3817952468230906,0.1282547658683137
9.33,-0.3803412487551559,0.16445004550266518
9.34,-0.378523885712202,0.20042138189877845
9.35,-0.37634532272397475,0.23613651089344456
9.36,-0.37380811076097054,0.2715634607062366
9.370000000000001,-0.37091518673443596,0.3066705519395164
9.38,-0.3676698734963699,0.34142639757840965
9.39,-0.36407587983952033,0.37579990299084265
9.4,-0.36013730049738646,0.4097602659275186
9.41,-0.355858616144218,0.4432769765219219
9.42,-0.3512446933950154,0.47631981729032025
9.43,-0.34630078480552984,0.5088588631317635
9.44,-0.3410325288722632,0.5408644813280833
9.450000000000001,-0.3354459500324668,0.5723073315438999
9.46,-0.32954745866414575,0.6031583658265988
9.47,-0.3233438510860529,0.6333888286063649
9.48,-0.3168423095576927,0.6629702566961597
9.49,-0.3100504022793203,0.6918744792917267
9.5,-0.3029760833919413,0.7200736179715927
9.51,-0.2956276929773124,0.7475400866970656
9.52,-0.28801395705794053,0.7742465918122368
9.53,-0.28014084367159353,0.8001759015576406
9.540000000000001,-0.27201202933315566,0.825315803490799
9.55,-0.26363601899737205,0.8496381457327462
9.56,-0.2550215253099461,0.8731158255311624
9.57,-0.24617739656607152,0.8957230319345499
9.58,-0.23711261671043082,0.9174352457922375
9.59,-0.22783630533719545,0.9382292397543801
9.6,-0.21835771769002565,0.95808307827196
9.61,-0.20868624466207053,0.976976117596785
9.620000000000001,-0.1988314127959663,0.9948890057814934
9.63,-0.18880288428384331,1.01180368267954
9.64,-0.17861045696731542,1.0277033799452158
9.65,-0.1682640643374872,1.0425726210336355
9.66,-0.15777377553495206,1.0563972212007393
9.67,-0.14714979534979217,1.0691642875032952
9.68,-0.13640246422157865,1.080862218798897
9.69,-0.12554225823937146,1.0914807057459648
9.700000000000001,-0.11457978914171738,1.1010107308037473
9.71,-0.10352580431665798,1.1094445682323149
9.72,-0.09239118680171787,1.1167757840925687
9.73,-0.08118695528391229,1.1229992362462355
9.74,-0.06992426409974553,1.1281110743558687
9.75,-0.05861440323521053,1.1321087398848468
9.76,-0.04726879832578945,1.134990966097377
9.77,-0.03589901065645279,1.1367577780584908
9.78,-0.024516737161660307,1.1374104926340478
9.790000000000001,-0.013133810425358383,1.1369517184907334
9.8,-0.0017621986809883694,1.1353853560960596
9.81,0.009585994188525349,1.132716597718365
9.82,0.020898528650768133,1.1289519274268152
9.83,0.03216624798216458,1.124098438701717
9.84,0.043383734972604726,1.1181623163481118
9.85,0.054539208222613884,1.1111510424677784
9.86,0.06562090784473695,1.1030731405664278
9.870000000000001,0.0766173235783395,1.093938145588129
9.88,0.08751719478960004,1.0837566039153146
9.89,0.09830951047152175,1.0725400733687722
9.9,0.10898350924392451,1.0603011232076502
9.91,0.11952867935344713,1.047053334129456
9.92,0.12993475867354698,1.032811298270056
9.93,0.1401917347045004,1.0175906192036763
9.94,0.15028984457340233,1.0014079119429025
9.950000000000001,0.16021957503416834,0.9842808029386756
9.96,0.16997166246752748,0.9662279300803053
9.97,0.17953709288103278,0.9472689426954517
9.98,0.18890710190905435,0.927424501550137
9.99,0.19807317481278103,0.9067162788487426
10.0,0.20702704648022047,0.8851669582340094
10.01,0.21576070142619902,0.8628002347870369
10.02,0.22426637379236178,0.8396408150272847
10.03,0.23253654734717277,0.8157144169125711
10.040000000000001,0.24056395548591597,0.7910477698390692
10.05,0.24834158123069008,0.7656686146413247
10.06,0.2558626572304166,0.7396057035922297
10.07,0.26312066576083476,0.7128888004030393
10.08,0.27010933872450205,0.6855486802233682
10.09,0.2768226576507951,0.6576171296411906
10.1,0.28325485369590925,0.6291269466828393
10.11,0.2894004076428585,0.6001119408130072
10.120000000000001,0.2952540499014766,0.57060693293474
10.13,0.3008107605084131,0.5406477553894594
10.14,0.3060658487624052,0.5102706155833022
10.15,0.3110178946496479,0.4794857777908605
10.16,0.31566378461307565,0.44831200116972114
10.17,0.31999898809371724,0.416780855596222
10.18,0.3240193415448299,0.3849238272355878
10.19,0.3277210484318994,0.3527723185419297
10.200000000000001,0.33110067923264075,0.32035764825823965
10.21,0.33415517143699575,0.28771105141641384
10.22,0.3368818295471365,0.25486367933721765
10.23,0.33927832507746314,0.22184659963030884
10.24,0.3413426965546044,0.18869079619423185
10.25,0.3430733495174175,0.15542716921641792
10.26,0.3444690565169884,0.12208653517318463
10.27,0.34552895711663134,0.08869962682973631
10.28,0.34625255789188947,0.055297093240164186
10.290000000000001,0.3466397324305343,0.021909499747439887
10.3,0.3466907213325659,-0.011432672016560286
10.31,0.34640613221021305,-0.0446990241310915
10.32,0.34578693968793306,-0.07785924238651598
10.33,0.3448344854024118,-0.11088309628430926
10.34,0.3435504780025637,-0.14374043903706102
10.35,0.34193699314953185,-0.17640120756847333
10.36,0.3399964735166877,-0.20883542251336173
10.370000000000001,0.3377317287896311,-0.2410131882176617
10.38,0.3351459356661916,-0.2729046927384038
10.39,0.33224263785642605,-0.30448020784374974
10.4,0.3290257460826205,-0.33571008901296895
10.41,0.3254995380792892,-0.36656477543644383
10.42,0.32166865859317545,-0.3970147900156702
10.43,0.31753811938325066,-0.4270307393632575
10.44,0.3131132992207151,-0.4565833138029285
10.450000000000001,0.30839988671884766,-0.48564356409923654
10.46,0.30340050666771173,-0.5141977538505896
10.47,0.29811875747033983,-0.5422248926648103
10.48,0.29256021078319916,-0.5696955628749811
10.49,0.2867306467379912,-0.5965812795383043
10.5,0.2806360539416516,-0.6228544904361022
10.51,0.2742826294763501,-0.6484885760738173
10.52,0.2676767788994907,-0.6734578496810116
10.53,0.2608251162437115,-0.6977375572113675
10.540000000000001,0.2537344640168834,-0.7213038773426913
10.55,0.24641185320211534,-0.7441339214768965
10.56,0.2388645232577467,-0.7662057337400294
10.57,0.2310999221173522,-0.7874982909822521
10.58,0.22312570618974067,-0.8079915027778464
10.59,0.2149497403589552,-0.8276662114252143
10.6,0.2065800979842729,-0.8465041919468775
10.61,0.19802506090020527,-0.8644881520894778
10.620000000000001,0.1892931194164961,-0.8816017323237799
10.63,0.1803929723181283,-0.8978295058446594
10.64,0.17133352686531397,-0.9131569785711209
10.65,0.16212389879350128,-0.927570589146286
10.66,0.15277341231337227,-0.9410577089373962
10.67,0.14329160011084321,-0.9536066420358131
10.68,0.13368820334706466,-0.9652066252570177
10.69,0.12397317165842114,-0.9758478281406118
10.700000000000001,0.11415666315652967,-0.9855213529503181
10.71,0.10424904442824667,-0.9942192346739741
10.72,0.09426089053565756,-1.0019344410235433
10.73,0.0842029850160835,-1.0086608724351063
10.74,0.07408580411613329,-1.014393931103197
10.75,0.06391449512791846,-1.01913529075412
10.76,0.0536984256140703,-1.0228814943043056
10.77,0.04344855051467284,-1.0256281919807173
10.78,0.033175695415874056,-1.0273722061127475
10.790000000000001,0.022890556549884082,-1.028111531132217
10.8,0.012603700794982534,-1.0278453335733764
10.81,0.002325565675507485,-1.0265739520729042
10.82,-0.007933540638137226,-1.0242988973699083
10.83,-0.018163439329483763,-1.0210228523059253
10.84,-0.02835408093600031,-1.0167496718249205
10.85,-0.038495545349091054,-1.011484382973288
10.86,-0.04857804181409622,-1.0052331848998513
10.870000000000001,-0.05859190893029401,-0.9980034488558608
10.88,-0.06852761465089305,-0.9898037181949997
10.89,-0.07837575628304352,-0.9806437083733764
10.9,-0.08812706048782973,-0.9705343069495296
10.91,-0.09777238328027221,-0.9594875735844265
10.92,-0.10730271002932734,-0.9475167400414631
10.93,-0.11670915545788757,-0.9346362101864646
10.94,-0.1259829636427814,-0.9208615599876847
10.950000000000001,-0.1351155080147749,-0.9062095375158035
10.96,-0.14409829135856553,-0.8906980629439375
10.97,-0.1529229458127915,-0.8743462285476247
10.98,-0.1615812328700253,-0.8571742987048343
10.99,-0.1700650433767757,-0.8392037098959643
11.0,-0.1783663975334873,-0.8204570707038417
11.01,-0.1864774448945409,-0.8009581618137218
11.02,-0.19439046436825316,-0.7807319360132898
11.03,-0.20209786421687695,-0.7598045181926587
11.040000000000001,-0.20959218205660238,-0.738203205344367
11.05,-0.21686608485755152,-0.7159564665633933
11.06,-0.22391264460031332,-0.6930926648147625
11.07,-0.23072959743397256,-0.6696186033052466
11.08,-0.23731181149154745,-0.6455521571971146
11.09,-0.2436527147350725,-0.6209190568234433
11.1,-0.24974606611788588,-0.5957452026050157
11.11,-0.25558595558462954,-0.5700566650503214
11.120000000000001,-0.26116680407125004,-0.5438796847555509
11.13,-0.26648336350499474,-0.5172406724046155
11.14,-0.27153071680441776,-0.49016620876911854
11.15,-0.2763042778793757,-0.4626830447083745
11.16,-0.2807997916310292,-0.43481810116940384
11.17,-0.28501333395184236,-0.4065984691869334
11.18,-0.28894131172558307,-0.3780514098833963
11.19,-0.292580462827323,-0.3492043544689319
11.200000000000001,-0.2959278561234379,-0.3200849042413804
11.21,-0.2989808914716058,-0.2907208305863042
11.22,-0.3017372997208099,-0.2611400749769561
11.23,-0.30419514271133674,-0.23137074897430077
11.24,-0.3063528132747765,-0.20144113422700843
11.25,-0.308209035234023,-0.1713796824714563
11.26,-0.3097628634032739,-0.14121501553172722
11.27,-0.31101368358803044,-0.11097592531961065
11.28,-0.3119612125850977,-0.08069137383460234
11.290000000000001,-0.3126054981825844,-0.05039049316389854
11.3,-0.31294691915990275,-0.0201025854824185
11.31,-0.3129861852877692,0.01014287694722893
11.32,-0.3127243373282035,0.04031625177472331
11.33,-0.3121627470345292,0.0703877265620374
11.34,-0.31130311715137365,0.10032731878343826
11.35,-0.3101474814146678,0.13010487582548624
11.36,-0.3086980518976125,0.1596929556883206
11.370000000000001,-0.3069560444098817,0.18908173020657162
11.38,-0.3049232080313936,0.21824485279175038
11.39,-0.3026017201091811,0.2471524696807896
11.4,-0.2999940204148261,0.275775351372319
11.41,-0.2971028111444589,0.3040848926266706
11.42,-0.29393105691875876,0.3320531124658787
11.43,-0.2904819847829534,0.35965265417367975
11.44,-0.28675908420681917,0.3868567852955127
11.450000000000001,-0.2827661070846805,0.4136393976385232
11.46,-0.27850706773541245,0.4399750072715451
11.47,-0.27398624290243667,0.46583875452512885
11.48,-0.2692081717537242,0.4912064039915223
11.49,-0.26417765588179465,0.5160543445246756
11.5,-0.25889975930371634,0.5403595892402411
11.51,-0.2533798084611062,0.5640997755155737
11.52,-0.2476233922201298,0.5872531649897299
11.53,-0.2416363618715014,0.6097986435634691
11.540000000000001,-0.23542483113048274,0.6317157213992568
11.55,-0.22899517613688752,0.6529845329212489
11.56,-0.22235403545507487,0.673585836815315
11.57,-0.2155083100739536,0.6935010160290238
11.58,-0.2084651634069812,0.7127120777716455
11.59,-0.20123202129216378,0.731201653514153
11.6,-0.19381657199205604,0.7489529989892214
11.61,-0.18622676619376144,0.765949994191228
11.620000000000001,-0.17847081700893058,0.7821771433762555
11.63,-0.17055719997376703,0.7976195750620796
11.64,-0.1624946530490187,0.8122630420281874
11.65,-0.15429217661998357,0.8260939213157653
11.66,-0.14595903349650832,0.8390992142277025
11.67,-0.13750461768572028,0.8512667592586521
11.68,-0.12893315740073105,0.862593094953224
11.69,-0.12025120437217779,0.873069969799777
11.700000000000001,-0.11146807070709097,0.882685372451677
11.71,-0.10259303614936877,0.891428423085976
11.72,-0.09363534807976769,0.8992893734034222
11.73,-0.08460422151590888,0.9062596066284528
11.74,-0.07550883911227654,0.9123316375091963
11.75,-0.06635835116021789,0.9174991123174718
11.76,-0.057161875587943195,0.9217568088487896
11.77,-0.04792849796052576,0.9251006364223511
11.78,-0.03866727147990198,0.9275276358810484
11.790000000000001,-0.029387216984869555,0.9290359795914649
11.8,-0.02009732295109426,0.9296249714438743
11.81,-0.010806545491099967,0.9292950468522423
11.82,-0.0015238083542751524,0.9280477727542248
11.83,0.0077419970731285315,0.925885847611169
11.84,0.01698201176799649,0.9228131014081132
11.85,0.02618740907035108,0.9188344956537864
11.86,0.035349394683351576,0.9139561233806086
11.870000000000001,0.044459206673295726,0.9081852091446899
11.88,0.053508115469613704,0.9015301090258344
11.89,0.06248742386487713,0.8940003106275342
11.9,0.07138846701479312,0.8856064330769733
11.91,0.08020261243820584,0.8763602270250267
11.92,0.08892126001709616,0.8662745746462602
11.93,0.09753584199658213,0.8553634896389312
11.94,0.1060378229849187,0.8436421172249874
