t,theta,omega
11.950000000000001,0.11441869995349924,0.8311267341500652
11.96,0.12267000223684954,0.8178347486834994
11.97,0.13078329153263696,0.8037847006183085
11.98,0.13875016190166423,0.7889962612712045
11.99,0.1465641439788502,0.7734846140237593
12.0,0.15422190889054185,0.757255286801624
12.01,0.16171584497852426,0.7403261086458451
12.02,0.16903837725725787,0.7227159796159348
12.030000000000001,0.17618220671630358,0.7044442014085447
12.040000000000001,0.18314031032031755,0.6855304773574795
12.05,0.189905941009059,0.6659949124336771
12.06,0.19647262769738483,0.6458580132452214
12.07,0.20283417527525122,0.6251406880373394
12.08,0.20898466460771337,0.6038642466924008
12.09,0.2149184525349257,0.5820504007299189
12.1,0.22063017187214168,0.5597212633065493
12.11,0.22611473140971394,0.536899349216091
12.120000000000001,0.23136731591309512,0.5136075748894815
12.13,0.23638338612283424,0.48986925839481393
12.14,0.2411586787545823,0.46570811943731194
12.15,0.2456892064990884,0.44114827935934625
12.16,0.2499712580222008,0.4162142611404305
12.17,0.25400139796486687,0.39093098939722154
12.18,0.2577764669431331,0.3653237903835187
12.19,0.26129358154814525,0.33941839199026486
12.200000000000001,0.2645501343461485,0.3132409237455406
12.21,0.2675437938784856,0.2868179168145841
12.22,0.2702725046616003,0.260176303999762
12.23,0.27273448718703464,0.23334341974058892
12.24,0.2749282379214299,0.2063470001137223
12.25,0.2768525293065265,0.17921518283296234
12.26,0.2785064097591639,0.1519765072492526
12.27,0.2798892510758867,0.12465913519441409
12.280000000000001,0.28100138913471695,0.09727592865273338
12.290000000000001,0.28184223727255914,0.06984885634311183
12.3,0.28241101354732456,0.04240591437016118
12.31,0.28270721991174647,0.014974749683653518
12.32,0.28273064221337996,-0.012417339921483528
12.33,0.28248135019460224,-0.03974340580516694
12.34,0.2819596974926124,-0.06697684848215812
12.35,0.28116632163943156,-0.09409141762206294
12.36,0.28010214406190276,-0.12106121204933196
12.370000000000001,0.2787683700816909,-0.14786067974326478
12.38,0.2771664889152835,-0.17446461783799144
12.39,0.27529827367398935,-0.2008481726225006
12.4,0.2731657813639395,-0.2269868395406207
12.41,0.270771352886087,-0.25285646319102495
12.42,0.2681176130362068,-0.2784332373272306
12.43,0.26520747050489585,-0.3036937048575999
12.44,0.26204411787757315,-0.328614757845339
12.450000000000001,0.2586310316344791,-0.3531736375085036
12.46,0.2549719721506777,-0.3773479342199806
12.47,0.2510709836960534,-0.4011155875075141
12.48,0.24693239443531304,-0.42445488605368875
12.49,0.2425608164279855,-0.44734446769593383
12.5,0.23796114562842163,-0.4697633194265225
12.51,0.23313856188579435,-0.4916907773925733
12.52,0.22809852894409846,-0.5131065268960484
12.530000000000001,0.22284679444214983,-0.533990602393759
12.540000000000001,0.2173893899135891,-0.554323387497349
12.55,0.21173263078687618,-0.5740856149733182
12.56,0.2058831163852938,-0.5932583667430077
12.57,0.19984772992694677,-0.6118230738826019
12.58,0.1936336385247618,-0.6297615166231311
12.59,0.18724783838156442,-0.6470569571501488
12.6,0.18069276275205887,-0.6637039313253326
12.61,0.17397415279688055,-0.6796875217921827
12.620000000000001,0.16709916134378225,-0.6949901784169173
12.63,0.16007500273828978,-0.709595334385018
12.64,0.15290895284369477,-0.7234874062012454
12.65,0.1456083490410595,-0.7366517936896293
12.66,0.13818059022921553,-0.7490748799934708
12.67,0.13063313682476388,-0.7607440315753424
12.68,0.12297351076207506,-0.7716475982170882
12.69,0.11520929549328884,-0.7817749130198233
12.700000000000001,0.1073481359883131,-0.7911162924039362
12.71,0.09939773873482921,-0.7996630361090821
12.72,0.0913658717382839,-0.807407427194192
12.73,0.08326036452189452,-0.8143427320374672
12.74,0.075089108126648,-0.8204632003363803
12.75,0.06686005511130058,-0.8257640651076752
12.76,0.05858121955237794,-0.8302415426873674
12.77,0.050260677044175056,-0.8338928327307435
12.780000000000001,0.04190656469875492,-0.8367161182123625
12.790000000000001,0.0335270811459544,-0.8387105654260529
12.8,0.025130486533375268,-0.8398763239849165
12.81,0.01672510252639023,-0.8402145268213259
12.82,0.008319312308141258,-0.839727290186925
12.83,-7.843942046006913e-05,-0.8384177136526294
12.84,-0.008459646440732993,-0.8362898801086258
12.85,-0.016815741016227154,-0.8333488557643727
12.86,-0.02513809389272284,-0.8296006901485996
12.870000000000001,-0.03341801429823252,-0.8250524161093069
12.88,-0.04164674994299472,-0.8197120498137689
12.89,-0.04981548978697171,-0.8135885884245664
12.9,-0.057919333981840404,-0.8066882623673047
12.91,-0.0659531052730425,-0.7990168581067709
12.92,-0.07390828231515634,-0.7905834244084644
12.93,-0.08177655129506027,-0.7813976522263095
12.94,-0.08954980593193257,-0.7714698747026563
12.950000000000001,-0.0972201474772529,-0.7608110671682776
12.96,-0.10477988471479674,-0.7494328471423778
12.97,-0.11222153396064373,-0.7373474743325804
12.98,-0.11953781906317207,-0.7245678506349363
12.99,-0.12672167140305993,-0.7111075201339218
13.0,-0.13376622989328546,-0.6969806691024379
13.01,-0.14066484097912677,-0.6822021260018116
13.02,-0.147411058638162,-0.6667873614817946
13.030000000000001,-0.15399864438027033,-0.6507524883805612
13.040000000000001,-0.16042156724762754,-0.6341142617247194
13.05,-0.1666740038147128,-0.6168900787292942
13.06,-0.1727503381883041,-0.5990979787977385
13.07,-0.17864516200747949,-0.5807566435219305
13.08,-0.1843532744436168,-0.5618853966821736
13.09,-0.18986968220039402,-0.5425042042471966
13.1,-0.19518959951378906,-0.5226336743741534
13.11,-0.20030844815207974,-0.5022950574086233
13.120000000000001,-0.20522185741584487,-0.481510245884607
13.13,-0.2099256641379604,-0.4603017745245417
13.14,-0.21441591268360516,-0.4386928202392788
13.15,-0.2186888549502568,-0.41670720212809853
13.16,-0.2227409503676931,-0.3943693814787064
13.17,-0.22656886589799183,-0.37170446176723326
13.18,-0.23016947603553073,-0.34873818865823525
13.19,-0.2335398628069873,-0.32549695000469364
13.200000000000001,-0.23667732872613625,-0.3020076569112086
13.21,-0.23958091011756388,-0.27828200699115907
13.22,-0.24224893070199954,-0.2543346121223658
13.23,-0.24467872805623347,-0.23019027899837363
13.24,-0.24686791596408986,-0.2058736660457159
13.25,-0.24881438441642698,-0.18140928342391427
13.26,-0.25051629961113714,-0.15682149302547896
13.27,-0.2519721039531467,-0.1321345084759086
13.280000000000001,-0.2531805160544161,-0.10737239513368577
13.290000000000001,-0.2541405307339394,-0.08255907009029481
13.3,-0.25485141901774516,-0.057718302170195246
13.31,-0.2553127281388959,-0.03287371193083943
13.32,-0.255524281537488,-0.008048771662668264
13.33,-0.2554861788606521,0.016733194610889124
13.34,-0.25519879596255257,0.04144901113341487
13.35,-0.2546627849043881,0.06607565041550306
13.36,-0.25387907395439113,0.09059023323475895
13.370000000000001,-0.2528488675878282,0.11497002863580369
13.38,-0.25157364648700026,0.13919245393025748
13.39,-0.25005516754124185,0.1632350746967648
13.4,-0.2482954638469217,0.18707560478097685
13.41,-0.24629684470744245,0.21069190629555723
13.42,-0.24406189563324093,0.23406198962018054
13.43,-0.24159347834178793,0.25716401340153305
13.44,-0.23889473075758824,0.27997628455331314
13.450000000000001,-0.2359690670121802,0.3024772582562336
13.46,-0.23282017744413772,0.32464553795800777
13.47,-0.22945202859906724,0.3464598753733721
13.48,-0.22586886322960964,0.36789917048407095
13.49,-0.2220752002954399,0.38894247153885986
13.5,-0.21807583496326705,0.40956897505350587
13.51,-0.21387583860683407,0.42975802581078815
13.52,-0.20947906857250745,0.44949442574264337
13.530000000000001,-0.20488741445619585,0.4687691475882148
13.540000000000001,-0.2001057163538018,0.48756211249364917
13.55,-0.19513904995364087,0.5058535928068078
13.56,-0.18999261486811014,0.5236246402132643
13.57,-0.18467173463368752,0.5408570857363082
13.58,-0.1791818567109317,0.5575335397369447
13.59,-0.17352855248448212,0.5736373919138951
13.6,-0.16771751726305895,0.5891528113035962
13.61,-0.16175457027946327,0.6040647462802005
13.620000000000001,-0.15564565469057567,0.6183589245555793
13.63,-0.14939683757736089,0.6320218531793117
13.64,-0.1430143099448612,0.6450408185387004
13.65,-0.13650438672220067,0.6574038863587615
13.66,-0.12987350676258416,0.6690999017022266
13.67,-0.12312823284329734,0.6801184889695432
13.68,-0.11627525166570661,0.690450051898875
13.69,-0.10932137385525917,0.7000857735661008
13.700000000000001,-0.10227353396148171,0.7090176163848174
13.71,-0.09513879045798551,0.7172383221063323
13.72,-0.08792432574245884,0.7247414118196737
13.73,-0.08063744613667195,0.7315211859515841
13.74,-0.07328558188647588,0.7375727242665218
13.75,-0.0658762871618026,0.7428918858666606
13.76,-0.0584172400566646,0.7474753091918904
13.77,-0.050916242589155336,0.7513204120198171
13.780000000000001,-0.04338122070144765,0.7544253914657626
13.790000000000001,-0.03582022425979908,0.7567892239827627
13.8,-0.028241427054544077,0.7584116653615716
13.81,-0.020651368482007732,0.7592938789437343
13.82,-0.013053879352818112,0.7594377732035298
13.83,-0.0054569450557745355,0.7588435250997281
13.84,0.002131351463031072,0.7575119817464389
13.85,0.009703054184056835,0.755444764161277
13.86,0.017250334014310885,0.7526442672653623
13.870000000000001,0.024765488787352692,0.7491136598833186
13.88,0.03224094326328777,0.7448568847432768
13.89,0.03966924912877563,0.7398786584768712
13.9,0.047043084997024476,0.7341844716192413
13.91,0.054355256407792554,0.7277805886090317
13.92,0.06159869582738814,0.7206740477883921
13.93,0.06876646264866945,0.7128726614029769
13.94,0.07585174319104483,0.7043850156019459
13.950000000000001,0.08284785070047379,0.6952204704379616
13.96,0.0897482253494622,0.6853891598671973
13.97,0.09654643423706959,0.6749019917493254
13.98,0.10323617138890448,0.6637706478475256
13.99,0.10981125775712514,0.6520075838284823
14.0,0.11626564122044003,0.6396260292623851
14.01,0.12259339658410756,0.6266399876229282
14.02,0.1287887255799362,0.613064236287311
14.030000000000001,0.1348459568662855,0.5989143265362354
14.040000000000001,0.14075954602806184,0.5842065835539156
14.05,0.1465240755767247,0.5689581064280639
14.06,0.15213425495028277,0.5531867681498991
14.07,0.15758492051329442,0.5369112156141457
14.08,0.16287103555686847,0.5201508696190329
14.09,0.16798769029866328,0.5029259248662951
14.1,0.1729301018828876,0.4852573499611713
14.11,0.17769361438030004,0.46716688741240586
14.120000000000001,0.18227369878821006,0.44867705363224464
14.13,0.18666760282691836,0.429801804655903
14.14,0.1908734588128196,0.410548582115913
14.15,0.1948870131690973,0.39093775981983103
14.16,0.19870423763846526,0.37098991610168547
14.17,0.2023213580036082,0.35072568258260806
14.18,0.20573485408718145,0.330165744170834
14.19,0.20894145975181116,0.3093308390617018
14.200000000000001,0.2119381629000947,0.2882417587376494
14.21,0.21472220547459858,0.26691934796822986
14.22,0.21729108345786172,0.2453845048100879
14.23,0.2196425468723932,0.22365818060697568
14.24,0.22177459978067282,0.20176137998974855
14.25,0.22368550028515122,0.1797151608763654
14.26,0.22537376052824962,0.15754063447188832
14.27,0.22683814669236013,0.13525896526848297
14.280000000000001,0.22807767899984574,0.11289137104541425
14.290000000000001,0.22909163171303953,0.09045912286906244
14.3,0.22987953313424603,0.06798354509289922
14.31,0.2304411656057402,0.04548601535750385
14.32,0.23077656550976788,0.02298796459055863
14.33,0.23088602326854551,0.0005108770068495416
14.34,0.2307700833442604,-0.021923709891734255
14.35,0.23042954423907047,-0.04429420531620032
14.36,0.22986545849510448,-0.0665789651904522
14.370000000000001,0.2290791326944617,-0.08875629215129494
14.38,0.22807212745921265,-0.11080443554841773
14.39,0.22684625745139816,-0.13270159144441834
14.4,0.22540359137302993,-0.15442590261478722
14.41,0.22374645196609036,-0.17595545854791156
14.42,0.22187741601253264,-0.19726829544507501
14.43,0.21979896949613642,-0.21834521464205442
14.44,0.21751214283938744,-0.23917837964931063
14.450000000000001,0.21501924742569836,-0.2597478138886866
14.46,0.21232298489791498,-0.28003209619737246
14.47,0.20942622778301911,-0.30001037740904174
14.48,0.20633201949213018,-0.319662380353837
14.49,0.2030435743205049,-0.3389683998583731
14.5,0.19956427744753719,-0.35790930274573773
14.51,0.1958976849367583,-0.37646652783549106
14.52,0.19204752373583664,-0.39462208594366555
14.530000000000001,0.1880176916765772,-0.41235855988276965
14.540000000000001,0.18381225747492438,-0.4296591044617748
14.55,0.17943546073095767,-0.4465074464861344
14.56,0.17489171192889452,-0.46288788475777126
14.57,0.1701855924370897,-0.4787852900750809
14.58,0.1653218545080351,-0.49418510523293113
14.59,0.16030542127835998,-0.5090733450226623
14.6,0.15514138676883077,-0.5234365962320877
14.61,0.14983501588435122,-0.5372620176454928
14.620000000000001,0.14439174441396127,-0.550537340043638
14.63,0.13881717903084112,-0.563250866203749
14.64,0.13311709729230525,-0.5753914708995318
14.65,0.1272974476398064,-0.5869486009011617
14.66,0.12136434939893453,-0.5979122749752873
14.67,0.11532409277941691,-0.6082730838850294
14.68,0.10918313887511792,-0.6180221903899812
14.69,0.10294811966403938,-0.6271513292462089
14.700000000000001,0.09662583800831905,-0.6356528072062522
14.71,0.09022326765423547,-0.643519503019119
14.72,0.08374755323220098,-0.6507448674302947
14.73,0.07720571226366722,-0.6573232595134814
14.74,0.07060076823155235,-0.6632536817267296
14.75,0.06393850123751618,-0.6685313842116265
14.76,0.05722605756388972,-0.6731506322589157
14.77,0.050470529950710094,-0.6771064797841913
14.780000000000001,0.043678957595719235,-0.6803947693278988
14.790000000000001,0.03685832615436877,-0.6830121320553325
14.8,0.03001556773981278,-0.6849559877566391
14.81,0.023157560922912615,-0.6862245448468153
14.82,0.016291130732235648,-0.6868168003657085
14.83,0.009423048654055369,-0.6867325399780165
14.84,0.002560032632351286,-0.6859723379732882
14.85,-0.004291252931191036,-0.6845375572659224
14.86,-0.011124197177179884,-0.682430349395169
14.870000000000001,-0.017932242788518876,-0.6796536545251282
14.88,-0.02470888599040176,-0.6762112014447516
14.89,-0.03144767655031991,-0.6721075075678407
14.9,-0.03814221777805747,-0.6673478789330477
14.91,-0.04478616652569253,-0.6619384102038757
14.92,-0.051373233187596956,-0.6558859846686781
14.93,-0.05789718170043687,-0.6491982742406589
14.94,-0.06435182954317198,-0.6418837394578731
14.950000000000001,-0.0707310477370573,-0.6339516294832246
14.96,-0.07702876084563828,-0.6254119821044722
14.97,-0.08323894697475781,-0.6162756237342212
14.98,-0.08935563777255148,-0.6065541694099288
14.99,-0.09537291842944884,-0.5962600227939029
15.0,-0.1012849276781734,-0.5854063761733022
15.01,-0.10708585779374263,-0.5740072104601356
15.02,-0.11276995459346797,-0.5620772951912628
15.030000000000001,-0.11833151743695561,-0.549632188528392
15.040000000000001,-0.12376489922610298,-0.5366882372580888
15.05,-0.12906579693792838,-0.5232581042513449
15.06,-0.13423206692401615,-0.5093465301593186
15.07,-0.13925855318737496,-0.49496829365262723
15.08,-0.1441401410637761,-0.48013898181598336
15.09,-0.14887193301587265,-0.4648744152106977
15.1,-0.1534492486331996,-0.4491906478746794
15.11,-0.15786762463217363,-0.43310396732243556
15.120000000000001,-0.16212281485609414,-0.4166308945450688
15.13,-0.16621079027514,-0.3997881840102887
15.14,-0.1701277389863742,-0.3825928236623942
15.15,-0.17387006621374082,-0.3650620349222856
15.16,-0.17743439430806568,-0.34721327268746127
15.17,-0.18081756274705657,-0.32906422533201773
15.18,-0.1840166281353029,-0.31063281470665
15.19,-0.18702886420427606,-0.2919371961386511
15.200000000000001,-0.1898517618123297,-0.27299575843190893
15.21,-0.19248302894469788,-0.25382712386691986
15.22,-0.19492059071349777,-0.23445014820076826
15.23,-0.19716258935772812,-0.21488392066714018
15.24,-0.1992073842432694,-0.1951477639763199
15.25,-0.20105355186288382,-0.1752612343151898
15.26,-0.2026998858362155,-0.15524412134723076
15.27,-0.20414539690979042,-0.13511644821252144
15.280000000000001,-0.20538931295701646,-0.11489847152773558
15.290000000000001,-0.2064310789781828,-0.09461068138615586
15.3,-0.20727035710046104,-0.07427380135765221
15.31,-0.2079070265779044,-0.05390878848869646
15.32,-0.208341183791448,-0.03353683330235874
15.33,-0.20857314224890858,-0.013179359798307422
15.34,-0.20860344165163494,0.007144914321439688
15.35,-0.20843258673252332,0.027427744942385514
15.36,-0.20806086552691083,0.04764939199476016
15.370000000000001,-0.20748873786402489,0.06778881192320839
15.38,-0.20671686158937988,0.08782532842729997
15.39,-0.20574609256477644,0.10773863246155098
15.4,-0.20457748466830197,0.12750878223540982
15.41,-0.2032122897943304,0.14711620321326038
15.42,-0.20165195785352227,0.1665416881144224
15.43,-0.19989813677282478,0.1857663969131512
15.44,-0.19795267249547166,0.2047718568386379
15.450000000000001,-0.19581760898098285,0.22353996237501259
15.46,-0.19349518820516612,0.24205297526133102
15.47,-0.1909878501601146,0.2602935244915947
15.48,-0.18829823285420855,0.2782446063147376
15.49,-0.18542917231211462,0.2958895842346292
15.5,-0.18238370257478623,0.31321218901007475
15.51,-0.17916505569946334,0.33019651865481525
15.52,-0.1757766617596725,0.34682703843752727
15.530000000000001,-0.17222214884522624,0.36308858088182605
15.540000000000001,-0.1685053430622256,0.378966345766254
15.55,-0.16463026853305626,0.39444590012429764
15.56,-0.16060114739639125,0.4095131782443764
15.57,-0.15642239980719014,0.42415448166984554
15.58,-0.15209864393669906,0.43835647919899573
15.59,-0.1476346959724508,0.45210620688505376
15.6,-0.1430355701182647,0.4653910680361815
15.610000000000001,-0.1383064785942459,0.47819883321547946
15.620000000000001,-0.13345283163678867,0.49051764024097655
15.63,-0.12848023749857132,0.5023359941856443
15.64,-0.12339450244855961,0.513642767377388
15.65,-0.11820163077200595,0.5244271993990484
15.66,-0.11290513879625748,0.5346836269466809
15.67,-0.10750801580352431,0.5444065589702801
15.68,-0.10201607443472666,0.5535854763034692
15.69,-0.09643514142535922,0.5622105849382633
15.700000000000001,-0.09077105553089646,0.5702728199660928
15.71,-0.08502966752679658,0.5777638455777983
15.72,-0.07921684020849554,0.5846760550636386
15.73,-0.073338448391411,0.5910025708132858
15.74,-0.06740037891094142,0.5967372443158256
15.75,-0.06140853062246593,0.6018746561597584
15.76,-0.05536881440134446,0.6064101160329987
15.77,-0.049287153142917636,0.610339662722875
15.780000000000001,-0.043169481762505804,0.6136600641161307
15.790000000000001,-0.037021747195413235,0.6163688171989219
15.8,-0.030849908396921713,0.6184641480568204
15.81,-0.02465993634229488,0.6199450118748118
15.82,-0.018457814026777097,0.6208110929372959
15.83,-0.01224953646559343,0.6210628046280865
15.84,-0.006041110693949747,0.620701289430412
15.85,0.00016144423296740595,0.6197284189269147
15.860000000000001,0.006352097239991764,0.6181467937996509
15.870000000000001,0.01252480523197308,0.6159597438300921
15.88,0.01867351309378365,0.613171327899123
15.89,0.02479215369031393,0.609786333987043
15.9,0.030874647866473592,0.6058102791735656
15.91,0.03691490444719164,0.6012494096378185
15.92,0.04290682023741635,0.5961107006583436
15.93,0.04884428002211516,0.5904018566130971
15.94,0.0547211565662748,0.5841313109794495
15.950000000000001,0.06053131061490227,0.5773082263341841
15.96,0.06626874566809077,0.569942236654085
15.97,0.07193086848480713,0.5620375174416543
15.98,0.07751313886713593,0.5536009251097709
15.99,0.0830097086516586,0.5446419863156283
16.0,0.08841490104473577,0.53517061803805
16.01,0.09372321062250805,0.5251971275774883
16.02,0.09892930333089153,0.5147322125560329
16.03,0.1040280164855879,0.503786960917391
16.04,0.10901435877207072,0.49237285092691535
16.05,0.11388351024559976,0.4805017511715733
16.06,0.11863082233120703,0.4681859205599789
16.07,0.12325181782371046,0.4554380083223594
16.080000000000002,0.12774219088770203,0.44227105401058553
16.09,0.13209780705755308,0.4286984874981588
16.1,0.13631470323741868,0.4147341289801968
16.11,0.14038908770122693,0.4003921889734666
16.12,0.1443173400926911,0.3856872683163459
16.13,0.14809601142529763,0.3706343581688632
16.14,0.1517218240823179,0.3552488400126562
16.15,0.15519167181679694,0.33954648565101453
16.16,0.1585026197515641,0.3235434572088362
16.17,0.161651904379224,0.3072563071326662
16.18,0.16463693356216075,0.29070197819068017
16.19,0.16745528653254077,0.2738978034726665
16.2,0.17010471389230541,0.25686150639006766
16.21,0.17258313761317903,0.23961120067593233
16.22,0.17488865103666154,0.22216539038496386
16.23,0.17701951887403547,0.20454296989347115
16.240000000000002,0.17897417720635983,0.18676322389941252
16.25,0.18075123348447308,0.16884582742237642
16.26,0.1823495558204078,0.15080974704978803
16.27,0.18376894992819584,0.13266237762160601
16.28,0.18500831649046956,0.11441948957387564
16.29,0.18606642469392445,0.09610019943215786
16.3,0.1869422455120621,0.07772343378155616
16.31,0.1876349517051872,0.05930792926676855
16.32,0.18814391782041007,0.040872232592035415
16.330000000000002,0.18846872019164462,0.022434700521185236
16.34,0.18860913693960962,0.004013499877614957
16.35,0.18856514797182838,-0.01437339245572955
16.36,0.1883369349826286,-0.03270818953630783
16.37,0.18792488145314223,-0.050973294362037125
16.38,0.1873295726513062,-0.06915129987123991
16.39,0.1865517956318612,-0.08722498894269642
16.4,0.1855925392363533,-0.1051773343955924
16.41,0.18445299409313187,-0.12299149898957085
16.42,0.18313455261735173,-0.14065083542468698
16.43,0.1816388090109724,-0.1581388863414278
16.44,0.1799675592627563,-0.17543938432073053
16.45,0.17812280114827245,-0.1925362518839392
16.46,0.176106734229892,-0.20941360149285349
16.47,0.17392175985679323,-0.22605573554968084
16.48,0.1715704811649559,-0.24244714639708376
16.490000000000002,0.16905570307716655,-0.2585725163181387
16.5,0.16638043230301647,-0.27441671753635377
16.51,0.16354787733889847,-0.2899648122156857
16.52,0.16056144846801376,-0.30520205246050014
16.53,0.15742475776036394,-0.3201138803156165
16.54,0.15414161907275936,-0.3346859277662638
16.55,0.15071604804881036,-0.3489040167381239
16.56,0.14715226211893645,-0.3627541590972896
16.57,0.14345468050035665,-0.37622255665030524
16.580000000000002,0.13962656512113705,-0.38929940751323266
16.59,0.13566956739912428,-0.4019789049096596
16.6,0.13158789174746185,-0.414247805384783
16.61,0.12738589093668187,-0.4260932346443207
16.62,0.12306798298686696,-0.43750293650182837
16.63,0.11863865116766216,-0.44846527287866594
16.64,0.11410244399826279,-0.45896922380403005
16.65,0.10946397524742696,-0.46900438741492284
16.66,0.10472792393346267,-0.47856097995618174
16.67,0.09989903432423927,-0.4876298357804544
16.68,0.09498211593718271,-0.49620240734820964
16.69,0.08998204353927008,-0.5042707652277462
16.7,0.08490375714704193,-0.5118275980951719
16.71,0.07975226202658815,-0.5188662127344263
16.72,0.07453262869356223,-0.5253805340372595
16.73,0.06924999291316679,-0.5313651050032516
16.740000000000002,0.06390955570016638,-0.536815086739797
16.75,0.05851658331888211,-0.5417262584621114
16.76,0.053076407283185745,-0.5460950174932362
16.77,0.04759442435651315,-0.5499183792640272
16.78,0.04207609655184889,-0.5531939773131667
16.79,0.03652695113174173,-0.5559200632871528
16.8,0.03095258060828908,-0.5580955069403086
16.81,0.02535864274315261,-0.5597197961347746
16.82,0.019750860547542493,-0.5607930368405145
16.830000000000002,0.014135022282231291,-0.5613159531353112
16.84,0.00851698145754809,-0.5612898872047691
16.85,0.0029026568333722635,-0.5607167993423132
16.86,-0.002701967580852227,-0.5595992679491895
16.87,-0.008290918492880018,-0.557940469983986
16.88,-0.013861318648410807,-0.5557430071909588
16.89,-0.019408827816771335,-0.5530093474543729
16.9,-0.024927515702976185,-0.5497427171856534
16.91,-0.03041156987420717,-0.5459468456813272
16.92,-0.03585529575979964,-0.5416259651230306
16.93,-0.04125311665124837,-0.5367848105775069
16.94,-0.046599573702213244,-0.5314286199966002
16.95,-0.05188932592850597,-0.5255631342172677
16.96,-0.05711715020810513,-0.5191945969615652
16.97,-0.062277941281141294,-0.5123297548366629
16.98,-0.06736671174991174,-0.5049758573348279
16.990000000000002,-0.07237859207886767,-0.49714065683344033
17.0,-0.07730883059461975,-0.48883240859498756
17.01,-0.08215279348594327,-0.48005987076705386
17.02,-0.08690596480376606,-0.4708323043823418
17.03,-0.091563946461182,-0.46115947335864715
17.04,-0.09612245823343785,-0.45105164449888535
17.05,-0.10057733775794614,-0.4405195874910639
17.06,-0.1049245405342725,-0.42957457490831086
17.07,-0.10916013992414816,-0.41822838220884545
17.080000000000002,-0.11328032715145914,-0.4064932877360042
17.09,-0.11728141130225089,-0.39438207271823067
17.1,-0.12115981932473267,-0.3819080212690613
17.11,-0.12491209602926734,-0.36908492038715623
17.12,-0.12853490408838272,-0.3559270599562637
17.13,-0.13202502403676075,-0.3424492327452564
17.14,-0.13537935427124773,-0.3286667344080943
17.150000000000002,-0.1385949110508457,-0.31459536348385775
17.16,-0.14166882849671628,-0.3002514213967338
17.17,-0.14459835859218365,-0.2856517124559998
17.18,-0.1473808711827272,-0.27081354385606027
17.19,-0.15001441221495657,-0.25575077929852114
17.2,-0.1524981877741042,-0.24046834861103422
17.21,-0.15482977757743036,-0.22498173294563586
17.22,-0.15700681892365298,-0.20930724190448138
17.23,-0.15902713991803813,-0.19346114823520802
17.240000000000002,-0.16088875947239425,-0.17745968783097393
17.25,-0.16258988730507482,-0.16131905973044156
17.26,-0.1641289239409798,-0.14505542611776018
17.27,-0.1655044607115518,-0.12868491232260632
17.28,-0.16671527975478018,-0.11222360682013743
17.29,-0.16776035401519723,-0.09568756123103833
17.3,-0.16863884724388173,-0.07909279032147462
17.31,-0.1693501139984558,-0.062455272003139495
17.32,-0.16989369964308745,-0.045790947333206766
17.330000000000002,-0.17026934034848884,-0.029115720514371946
17.34,-0.17047696309191698,-0.012445458894834782
17.35,-0.17051668565717398,0.004204007031718637
17.36,-0.17038881663460648,0.020816883626074367
17.37,-0.17009385542110592,0.03737741410353801
17.38,-0.1696324922201088,0.05386987853388758
17.39,-0.16900560804159584,0.07027859384142027
17.400000000000002,-0.16821427470209305,0.0865879138049116
17.41,-0.16725975482467142,0.10278222905763335
17.42,-0.16614350183894575,0.11884596708737005
17.43,-0.16486715998107704,0.13476359223637935
17.44,-0.16343256429376937,0.1505196057014374
17.45,-0.16184174062627363,0.16609854553379388
17.46,-0.1600969056343832,0.1814849866392167
17.47,-0.15820046678043875,0.19666354077794734
17.48,-0.15615502233332307,0.211618856564745
17.490000000000002,-0.15396336136846578,0.22633561946884856
17.5,-0.15162750503345454,0.24080290959737458
17.51,-0.14914857225173234,0.2550133361478052
17.52,-0.1465292573865013,0.2689521554002236
17.53,-0.143772391412816,0.2826049457246975
17.54,-0.14088090917219603,0.2959577677613589
17.55,-0.13785784937261805,0.308997164420443
17.56,-0.1347063545885241,0.3217101608822503
17.57,-0.131429671260813,0.3340842645971836
17.580000000000002,-0.128031149696848,0.34610746528571606
17.59,-0.12451424407045375,0.3577682349384054
17.6,-0.12088251242191222,0.3690555278159058
17.61,-0.11713961665797162,0.37995878044893894
17.62,-0.11328932255183607,0.3904679116383265
17.63,-0.10933549974317625,0.4005733224549588
17.64,-0.1052821217381184,0.4102658962398249
17.650000000000002,-0.10113326590925417,0.41953699860398697
17.66,-0.09689311349563645,0.4283784774285919
17.67,-0.09256594960277476,0.43678266286488
17.68,-0.08815616320264581,0.44474236733416306
17.69,-0.08366824713368133,0.45225088552784865
17.7,-0.07910679810078046,0.4593019944074176
17.71,-0.07447651667529709,0.46588995320444465
17.72,-0.06978220729505274,0.47200950342057924
17.73,-0.06502877826432354,0.4776558688275638
17.740000000000002,-0.06022124175385171,0.4828247554672178
17.75,-0.05536471380084067,0.4875123516514461
17.76,-0.05046441430894982,0.4917153279622417
17.77,-0.045525667048306726,0.49543083725167586
17.78,-0.04055389365384216,0.4986565196387912
17.79,-0.03555231574737226,0.5013921244614457
17.8,-0.030524553017269498,0.5036365664959975
17.81,-0.025476020150447663,0.5053875359423144
17.82,-0.020412071936491312,0.5066432724561418
17.830000000000002,-0.0153380032676683,0.5074025651490981
17.84,-0.010259049138924389,0.5076647525886775
17.85,-0.005180384647877838,0.5074297227982495
17.86,-0.00010712499483201549,0.5066979132570586
17.87,0.004955674517238953,0.5054703109002235
17.88,0.010003018482675909,0.5037484521187398
17.89,0.015029971393148926,0.5015344227594752
